video_id,filename,class,class_name,pool_type,lighting,camera_angle,confidence
V1423,sample_1423.jpg,3,swimming_distress,outdoor,natural,side_view,0.78
V1424,sample_1424.jpg,1,drowning_active,indoor,low_light,side_view,0.93
V1425,sample_1425.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.95
V1426,sample_1426.jpg,0,normal_swimming,outdoor,natural,45_degree,0.91
V1427,sample_1427.jpg,0,normal_swimming,indoor,low_light,45_degree,0.77
V1428,sample_1428.jpg,0,normal_swimming,outdoor,natural,overhead,0.9
V1429,sample_1429.jpg,0,normal_swimming,indoor,natural,45_degree,0.81
V1430,sample_1430.jpg,2,drowning_passive,outdoor,natural,overhead,0.99
V1431,sample_1431.jpg,2,drowning_passive,outdoor,low_light,side_view,0.87
V1432,sample_1432.jpg,0,normal_swimming,outdoor,low_light,side_view,0.86
V1433,sample_1433.jpg,2,drowning_passive,outdoor,low_light,side_view,0.84
V1434,sample_1434.jpg,1,drowning_active,outdoor,artificial,side_view,0.85
V1435,sample_1435.jpg,3,swimming_distress,indoor,natural,45_degree,0.77
V1436,sample_1436.jpg,1,drowning_active,indoor,low_light,45_degree,0.75
V1437,sample_1437.jpg,3,swimming_distress,outdoor,natural,45_degree,0.76
V1438,sample_1438.jpg,0,normal_swimming,indoor,low_light,side_view,0.95
V1439,sample_1439.jpg,3,swimming_distress,indoor,natural,side_view,0.78
V1440,sample_1440.jpg,3,swimming_distress,indoor,low_light,overhead,0.87
V1441,sample_1441.jpg,3,swimming_distress,outdoor,artificial,overhead,0.93
V1442,sample_1442.jpg,0,normal_swimming,indoor,artificial,side_view,0.86
V1443,sample_1443.jpg,3,swimming_distress,indoor,natural,overhead,0.93
V1444,sample_1444.jpg,3,swimming_distress,outdoor,low_light,45_degree,0.78
V1445,sample_1445.jpg,0,normal_swimming,indoor,artificial,side_view,0.84
V1446,sample_1446.jpg,0,normal_swimming,outdoor,natural,side_view,0.81
V1447,sample_1447.jpg,1,drowning_active,outdoor,artificial,45_degree,0.84
V1448,sample_1448.jpg,3,swimming_distress,outdoor,natural,overhead,0.85
V1449,sample_1449.jpg,3,swimming_distress,indoor,natural,45_degree,0.95
V1450,sample_1450.jpg,1,drowning_active,indoor,natural,45_degree,0.88
V1451,sample_1451.jpg,2,drowning_passive,outdoor,artificial,overhead,0.9
V1452,sample_1452.jpg,2,drowning_passive,outdoor,natural,overhead,0.81
V1453,sample_1453.jpg,1,drowning_active,outdoor,artificial,side_view,0.79
V1454,sample_1454.jpg,2,drowning_passive,outdoor,artificial,overhead,0.84
V1455,sample_1455.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.82
V1456,sample_1456.jpg,0,normal_swimming,outdoor,artificial,side_view,0.76
V1457,sample_1457.jpg,1,drowning_active,indoor,artificial,overhead,0.8
V1458,sample_1458.jpg,2,drowning_passive,outdoor,natural,side_view,0.98
V1459,sample_1459.jpg,1,drowning_active,outdoor,artificial,overhead,0.84
V1460,sample_1460.jpg,3,swimming_distress,outdoor,natural,overhead,0.97
V1461,sample_1461.jpg,1,drowning_active,outdoor,artificial,overhead,0.78
V1462,sample_1462.jpg,0,normal_swimming,outdoor,low_light,overhead,0.95
V1463,sample_1463.jpg,3,swimming_distress,outdoor,artificial,side_view,0.91
V1464,sample_1464.jpg,1,drowning_active,indoor,low_light,45_degree,0.76
V1465,sample_1465.jpg,2,drowning_passive,indoor,artificial,overhead,0.95
V1466,sample_1466.jpg,1,drowning_active,outdoor,artificial,side_view,0.86
V1467,sample_1467.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.96
V1468,sample_1468.jpg,1,drowning_active,indoor,low_light,45_degree,0.84
V1469,sample_1469.jpg,2,drowning_passive,outdoor,low_light,side_view,0.95
V1470,sample_1470.jpg,1,drowning_active,outdoor,natural,side_view,0.88
V1471,sample_1471.jpg,0,normal_swimming,outdoor,artificial,side_view,0.85
V1472,sample_1472.jpg,3,swimming_distress,outdoor,natural,overhead,0.91
V1473,sample_1473.jpg,3,swimming_distress,outdoor,low_light,side_view,0.92
V1474,sample_1474.jpg,3,swimming_distress,indoor,artificial,overhead,0.88
V1475,sample_1475.jpg,2,drowning_passive,indoor,natural,45_degree,0.97
V1476,sample_1476.jpg,1,drowning_active,indoor,natural,overhead,0.83
V1477,sample_1477.jpg,1,drowning_active,indoor,low_light,side_view,0.85
V1478,sample_1478.jpg,0,normal_swimming,outdoor,natural,side_view,0.89
V1479,sample_1479.jpg,2,drowning_passive,indoor,low_light,side_view,0.86
V1480,sample_1480.jpg,3,swimming_distress,indoor,low_light,overhead,0.81
V1481,sample_1481.jpg,1,drowning_active,indoor,natural,overhead,0.96
V1482,sample_1482.jpg,2,drowning_passive,indoor,low_light,overhead,0.95
V1483,sample_1483.jpg,3,swimming_distress,outdoor,natural,side_view,0.98
V1484,sample_1484.jpg,0,normal_swimming,outdoor,low_light,side_view,0.76
V1485,sample_1485.jpg,1,drowning_active,outdoor,artificial,45_degree,0.8
V1486,sample_1486.jpg,3,swimming_distress,outdoor,natural,side_view,0.85
V1487,sample_1487.jpg,3,swimming_distress,indoor,natural,side_view,0.99
V1488,sample_1488.jpg,0,normal_swimming,indoor,low_light,45_degree,0.91
V1489,sample_1489.jpg,1,drowning_active,outdoor,artificial,45_degree,0.91
V1490,sample_1490.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.9
V1491,sample_1491.jpg,2,drowning_passive,indoor,natural,side_view,0.86
V1492,sample_1492.jpg,3,swimming_distress,outdoor,low_light,side_view,0.85
V1493,sample_1493.jpg,3,swimming_distress,indoor,artificial,side_view,0.94
V1494,sample_1494.jpg,2,drowning_passive,outdoor,low_light,overhead,0.83
V1495,sample_1495.jpg,3,swimming_distress,outdoor,natural,overhead,0.96
V1496,sample_1496.jpg,1,drowning_active,outdoor,natural,side_view,0.84
V1497,sample_1497.jpg,1,drowning_active,indoor,low_light,side_view,0.83
V1498,sample_1498.jpg,3,swimming_distress,indoor,natural,45_degree,0.96
V1499,sample_1499.jpg,2,drowning_passive,indoor,natural,45_degree,0.96
V1500,sample_1500.jpg,2,drowning_passive,outdoor,natural,side_view,0.99
